idSensor;modelo;valor;dtColeta
3285;VL53L0X;-0.017815694071168585;2024-05-02 01:10:14.882380
3286;F01R064905;80;2024-05-02 01:10:14.883382
3280;MQ-2;18;2024-05-02 01:10:14.984385
3281;MQ-7;529;2024-05-02 01:10:14.985275
3282;MQ-135;10042;2024-05-02 01:10:14.985275
3283;DHT-11;34.9;2024-05-02 01:10:14.985275
3284;MPU-6050;268.5702887513807;2024-05-02 01:10:14.986258
3285;VL53L0X;-0.017901371694240734;2024-05-02 01:10:14.986258
3286;F01R064905;82;2024-05-02 01:10:14.987258
3280;MQ-2;15;2024-05-02 01:10:15.088404
3281;MQ-7;525;2024-05-02 01:10:15.089224
3282;MQ-135;10040;2024-05-02 01:10:15.089224
3283;DHT-11;35.4;2024-05-02 01:10:15.089224
3284;MPU-6050;196.98477098496727;2024-05-02 01:10:15.090224
3285;VL53L0X;-0.03254873716923469;2024-05-02 01:10:15.090224
3286;F01R064905;81;2024-05-02 01:10:15.091210
3280;MQ-2;14;2024-05-02 01:10:15.191972
3281;MQ-7;522;2024-05-02 01:10:15.191972
3282;MQ-135;10033;2024-05-02 01:10:15.192966
3283;DHT-11;35.9;2024-05-02 01:10:15.192966
3284;MPU-6050;186.27667594199764;2024-05-02 01:10:15.192966
3285;VL53L0X;-0.07191356272281493;2024-05-02 01:10:15.193964
3286;F01R064905;80;2024-05-02 01:10:15.193964
3280;MQ-2;11;2024-05-02 01:10:15.295410
3281;MQ-7;515;2024-05-02 01:10:15.295410
3282;MQ-135;10030;2024-05-02 01:10:15.296412
3283;DHT-11;36.9;2024-05-02 01:10:15.296412
3284;MPU-6050;269.4884042032236;2024-05-02 01:10:15.296412
3285;VL53L0X;-0.07195440903118236;2024-05-02 01:10:15.297411
3286;F01R064905;78;2024-05-02 01:10:15.297411
3280;MQ-2;14;2024-05-02 01:10:15.398289
3281;MQ-7;518;2024-05-02 01:10:15.399094
3282;MQ-135;10034;2024-05-02 01:10:15.399094
3283;DHT-11;36.4;2024-05-02 01:10:15.399094
3284;MPU-6050;182.52397102846518;2024-05-02 01:10:15.400095
3285;VL53L0X;-0.1114461053492827;2024-05-02 01:10:15.400095
3286;F01R064905;81;2024-05-02 01:10:15.401095
3280;MQ-2;13;2024-05-02 01:10:15.501875
3281;MQ-7;512;2024-05-02 01:10:15.502681
3282;MQ-135;10033;2024-05-02 01:10:15.502681
3283;DHT-11;36.9;2024-05-02 01:10:15.503681
3284;MPU-6050;164.8757107641996;2024-05-02 01:10:15.503681
3285;VL53L0X;-0.12028490363610753;2024-05-02 01:10:15.503681
3286;F01R064905;78;2024-05-02 01:10:15.504682
3280;MQ-2;16;2024-05-02 01:10:15.606010
3281;MQ-7;517;2024-05-02 01:10:15.606010
3282;MQ-135;10034;2024-05-02 01:10:15.607003
3283;DHT-11;36.8;2024-05-02 01:10:15.607003
3284;MPU-6050;264.8282462276258;2024-05-02 01:10:15.607003
3285;VL53L0X;-0.12033486770746421;2024-05-02 01:10:15.608004
3286;F01R064905;81;2024-05-02 01:10:15.608004
3280;MQ-2;19;2024-05-02 01:10:15.709884
3281;MQ-7;520;2024-05-02 01:10:15.710687
3282;MQ-135;10036;2024-05-02 01:10:15.710687
3283;DHT-11;35.9;2024-05-02 01:10:15.710687
3284;MPU-6050;170.21750791267036;2024-05-02 01:10:15.711684
3285;VL53L0X;-0.12159915825314499;2024-05-02 01:10:15.711684
3286;F01R064905;82;2024-05-02 01:10:15.712686
3280;MQ-2;17;2024-05-02 01:10:15.813372
3281;MQ-7;513;2024-05-02 01:10:15.814249
3282;MQ-135;10032;2024-05-02 01:10:15.815249
3283;DHT-11;36.8;2024-05-02 01:10:15.815249
3284;MPU-6050;265.8683884932543;2024-05-02 01:10:15.815249
3285;VL53L0X;-0.12161168176612736;2024-05-02 01:10:15.816258
3286;F01R064905;80;2024-05-02 01:10:15.816258
3280;MQ-2;14;2024-05-02 01:10:15.917274
3281;MQ-7;506;2024-05-02 01:10:15.918275
3282;MQ-135;10030;2024-05-02 01:10:15.920276
3283;DHT-11;37.3;2024-05-02 01:10:15.921275
3284;MPU-6050;210.38060747131613;2024-05-02 01:10:15.921275
3285;VL53L0X;-0.13981732674590092;2024-05-02 01:10:15.922284
3286;F01R064905;77;2024-05-02 01:10:15.928275
3280;MQ-2;11;2024-05-02 01:10:16.030277
3281;MQ-7;504;2024-05-02 01:10:16.030277
3282;MQ-135;10026;2024-05-02 01:10:16.031275
3283;DHT-11;38.0;2024-05-02 01:10:16.031275
3284;MPU-6050;202.55122808810614;2024-05-02 01:10:16.032275
3285;VL53L0X;-0.15816244602987625;2024-05-02 01:10:16.032275
3286;F01R064905;75;2024-05-02 01:10:16.032275
3280;MQ-2;12;2024-05-02 01:10:16.134169
3281;MQ-7;507;2024-05-02 01:10:16.135164
3282;MQ-135;10027;2024-05-02 01:10:16.135164
3283;DHT-11;37.3;2024-05-02 01:10:16.136167
3284;MPU-6050;185.70137317747546;2024-05-02 01:10:16.136167
3285;VL53L0X;-0.19245862089063775;2024-05-02 01:10:16.137165
3286;F01R064905;78;2024-05-02 01:10:16.138165
3280;MQ-2;9;2024-05-02 01:10:16.239202
3281;MQ-7;506;2024-05-02 01:10:16.239202
3282;MQ-135;10022;2024-05-02 01:10:16.240164
3283;DHT-11;37.4;2024-05-02 01:10:16.241164
3284;MPU-6050;245.7051078020154;2024-05-02 01:10:16.241164
3285;VL53L0X;-0.19249850202671662;2024-05-02 01:10:16.242166
3286;F01R064905;75;2024-05-02 01:10:16.242166
3280;MQ-2;8;2024-05-02 01:10:16.343165
3281;MQ-7;504;2024-05-02 01:10:16.344163
3282;MQ-135;10021;2024-05-02 01:10:16.344163
3283;DHT-11;38.2;2024-05-02 01:10:16.345165
3284;MPU-6050;195.92090240706835;2024-05-02 01:10:16.345165
3285;VL53L0X;-0.22263498132503085;2024-05-02 01:10:16.345165
3286;F01R064905;72;2024-05-02 01:10:16.346165
3280;MQ-2;10;2024-05-02 01:10:16.446829
3281;MQ-7;507;2024-05-02 01:10:16.447852
3282;MQ-135;10022;2024-05-02 01:10:16.447852
3283;DHT-11;37.6;2024-05-02 01:10:16.447852
3284;MPU-6050;215.65017968923652;2024-05-02 01:10:16.448836
3285;VL53L0X;-0.22263731710073936;2024-05-02 01:10:16.448836
3286;F01R064905;75;2024-05-02 01:10:16.449836
3280;MQ-2;7;2024-05-02 01:10:16.551037
3281;MQ-7;505;2024-05-02 01:10:16.551986
3282;MQ-135;10017;2024-05-02 01:10:16.551986
3283;DHT-11;38.6;2024-05-02 01:10:16.551986
3284;MPU-6050;258.8377870404551;2024-05-02 01:10:16.552999
3285;VL53L0X;-0.22264750593055244;2024-05-02 01:10:16.552999
3286;F01R064905;73;2024-05-02 01:10:16.552999
3280;MQ-2;5;2024-05-02 01:10:16.654717
3281;MQ-7;502;2024-05-02 01:10:16.654717
3282;MQ-135;10011;2024-05-02 01:10:16.655716
3283;DHT-11;39.1;2024-05-02 01:10:16.655716
3284;MPU-6050;260.4246532108663;2024-05-02 01:10:16.656716
3285;VL53L0X;-0.22265572231519604;2024-05-02 01:10:16.657716
3286;F01R064905;70;2024-05-02 01:10:16.658716
3280;MQ-2;6;2024-05-02 01:10:16.760844
3281;MQ-7;603;2024-05-02 01:10:16.760844
3282;MQ-135;10211;2024-05-02 01:10:16.761844
3283;DHT-11;38.1;2024-05-02 01:10:16.761844
3284;MPU-6050;254.2951041605009;2024-05-02 01:10:16.762845
3285;VL53L0X;-0.2521489957550258;2024-05-02 01:10:16.762845
3286;F01R064905;72.4;2024-05-02 01:10:16.763844
3280;MQ-2;7;2024-05-02 01:10:16.864596
3281;MQ-7;725;2024-05-02 01:10:16.864596
3282;MQ-135;10415;2024-05-02 01:10:16.865596
3283;DHT-11;37.0;2024-05-02 01:10:16.866596
3284;MPU-6050;120.5860688471102;2024-05-02 01:10:16.866596
3285;VL53L0X;-0.26273232220123244;2024-05-02 01:10:16.866596
3286;F01R064905;74.8;2024-05-02 01:10:16.867596
3280;MQ-2;9;2024-05-02 01:10:16.969084
3281;MQ-7;870;2024-05-02 01:10:16.969084
3282;MQ-135;10623;2024-05-02 01:10:16.970051
3283;DHT-11;36.9;2024-05-02 01:10:16.971054
3284;MPU-6050;167.2662548154887;2024-05-02 01:10:16.971054
3285;VL53L0X;-0.2627743809556637;2024-05-02 01:10:16.972054
3286;F01R064905;77.2;2024-05-02 01:10:16.972054
3280;MQ-2;8;2024-05-02 01:10:17.074034
3281;MQ-7;869;2024-05-02 01:10:17.075074
3282;MQ-135;10620;2024-05-02 01:10:17.076030
3283;DHT-11;37.4;2024-05-02 01:10:17.076030
3284;MPU-6050;179.29026744360667;2024-05-02 01:10:17.076030
3285;VL53L0X;-0.26283906409191776;2024-05-02 01:10:17.077032
3286;F01R064905;74.2;2024-05-02 01:10:17.077032
3280;MQ-2;10;2024-05-02 01:10:17.177804
3281;MQ-7;1043;2024-05-02 01:10:17.178628
3282;MQ-135;10832;2024-05-02 01:10:17.178628
3283;DHT-11;35.6;2024-05-02 01:10:17.181620
3284;MPU-6050;88.28363381737297;2024-05-02 01:10:17.181620
3285;VL53L0X;-0.2956200931060384;2024-05-02 01:10:17.182621
3286;F01R064905;77.8;2024-05-02 01:10:17.183630
3280;MQ-2;12;2024-05-02 01:10:17.284333
3281;MQ-7;1252;2024-05-02 01:10:17.285142
3282;MQ-135;11048;2024-05-02 01:10:17.285142
3283;DHT-11;33.6;2024-05-02 01:10:17.286137
3284;MPU-6050;239.1108529531857;2024-05-02 01:10:17.286137
3285;VL53L0X;-0.2957067702732335;2024-05-02 01:10:17.287149
3286;F01R064905;81.4;2024-05-02 01:10:17.288137
3280;MQ-2;11;2024-05-02 01:10:17.389325
3281;MQ-7;1244;2024-05-02 01:10:17.392324
3282;MQ-135;11041;2024-05-02 01:10:17.395324
3283;DHT-11;34.3;2024-05-02 01:10:17.402324
3284;MPU-6050;183.45571672749801;2024-05-02 01:10:17.403325
3285;VL53L0X;-0.3035783410724973;2024-05-02 01:10:17.420324
3286;F01R064905;79.4;2024-05-02 01:10:17.422323
3280;MQ-2;10;2024-05-02 01:10:17.523407
3281;MQ-7;1238;2024-05-02 01:10:17.524325
3282;MQ-135;11037;2024-05-02 01:10:17.524325
3283;DHT-11;34.5;2024-05-02 01:10:17.525324
3284;MPU-6050;131.04960892730662;2024-05-02 01:10:17.525324
3285;VL53L0X;-0.34970401573975607;2024-05-02 01:10:17.525324
3286;F01R064905;77.4;2024-05-02 01:10:17.526334
3280;MQ-2;13;2024-05-02 01:10:17.627258
3281;MQ-7;1243;2024-05-02 01:10:17.628137
3282;MQ-135;11038;2024-05-02 01:10:17.628137
3283;DHT-11;33.8;2024-05-02 01:10:17.629144
3284;MPU-6050;54.63515351859094;2024-05-02 01:10:17.629144
3285;VL53L0X;-0.3645552890022248;2024-05-02 01:10:17.629144
3286;F01R064905;80.4;2024-05-02 01:10:17.630133
3280;MQ-2;15;2024-05-02 01:10:17.731672
3281;MQ-7;1249;2024-05-02 01:10:17.731672
3282;MQ-135;11041;2024-05-02 01:10:17.732633
3283;DHT-11;33.5;2024-05-02 01:10:17.733164
3284;MPU-6050;199.3514484522247;2024-05-02 01:10:17.733164
3285;VL53L0X;-0.36464044799027634;2024-05-02 01:10:17.733164
3286;F01R064905;82.4;2024-05-02 01:10:17.734151
3280;MQ-2;18;2024-05-02 01:10:17.834978
3281;MQ-7;1256;2024-05-02 01:10:17.835979
3282;MQ-135;11048;2024-05-02 01:10:17.836979
3283;DHT-11;32.5;2024-05-02 01:10:17.837979
3284;MPU-6050;263.99431812067473;2024-05-02 01:10:17.837979
3285;VL53L0X;-0.3646599721876587;2024-05-02 01:10:17.838979
3286;F01R064905;83.4;2024-05-02 01:10:17.838979
3280;MQ-2;17;2024-05-02 01:10:17.940986
3281;MQ-7;1251;2024-05-02 01:10:17.941981
3282;MQ-135;11041;2024-05-02 01:10:17.941981
3283;DHT-11;33.5;2024-05-02 01:10:17.941981
3284;MPU-6050;211.7191535974013;2024-05-02 01:10:17.942979
3285;VL53L0X;-0.4033188267695815;2024-05-02 01:10:17.942979
3286;F01R064905;80.4;2024-05-02 01:10:17.943978
3280;MQ-2;16;2024-05-02 01:10:18.046979
3281;MQ-7;1250;2024-05-02 01:10:18.051980
3282;MQ-135;11040;2024-05-02 01:10:18.056981
3283;DHT-11;34.0;2024-05-02 01:10:18.057979
3284;MPU-6050;144.38143925034132;2024-05-02 01:10:18.060980
3285;VL53L0X;-0.4444621495444972;2024-05-02 01:10:18.060980
3286;F01R064905;78.4;2024-05-02 01:10:18.061980
3280;MQ-2;13;2024-05-02 01:10:18.164049
3281;MQ-7;1247;2024-05-02 01:10:18.164049
3282;MQ-135;11038;2024-05-02 01:10:18.165043
3283;DHT-11;34.4;2024-05-02 01:10:18.165043
3284;MPU-6050;251.99603171478714;2024-05-02 01:10:18.166045
3285;VL53L0X;-0.4444636971142411;2024-05-02 01:10:18.166045
3286;F01R064905;77.4;2024-05-02 01:10:18.167042
3280;MQ-2;12;2024-05-02 01:10:18.268508
3281;MQ-7;1240;2024-05-02 01:10:18.269417
3282;MQ-135;11030;2024-05-02 01:10:18.269417
3283;DHT-11;34.8;2024-05-02 01:10:18.270417
3284;MPU-6050;232.9763936539494;2024-05-02 01:10:18.270417
3285;VL53L0X;-0.4940447077069859;2024-05-02 01:10:18.271407
3286;F01R064905;75.4;2024-05-02 01:10:18.271407
3280;MQ-2;10;2024-05-02 01:10:18.373634
3281;MQ-7;1233;2024-05-02 01:10:18.374571
3282;MQ-135;11022;2024-05-02 01:10:18.374571
3283;DHT-11;35.7;2024-05-02 01:10:18.375573
3284;MPU-6050;317.11985116040904;2024-05-02 01:10:18.375573
3285;VL53L0X;-0.49412309154873796;2024-05-02 01:10:18.375573
3286;F01R064905;72.4;2024-05-02 01:10:18.376573
3280;MQ-2;11;2024-05-02 01:10:18.478567
3281;MQ-7;1241;2024-05-02 01:10:18.479375
3282;MQ-135;11027;2024-05-02 01:10:18.479375
3283;DHT-11;34.9;2024-05-02 01:10:18.480388
3284;MPU-6050;213.71710273162512;2024-05-02 01:10:18.480388
3285;VL53L0X;-0.5062173971312586;2024-05-02 01:10:18.480388
3286;F01R064905;74.4;2024-05-02 01:10:18.481374
3280;MQ-2;12;2024-05-02 01:10:18.582177
3281;MQ-7;1249;2024-05-02 01:10:18.582177
3282;MQ-135;11034;2024-05-02 01:10:18.583179
3283;DHT-11;34.8;2024-05-02 01:10:18.583179
3284;MPU-6050;179.39342239892744;2024-05-02 01:10:18.584195
3285;VL53L0X;-0.5519269843237398;2024-05-02 01:10:18.584195
3286;F01R064905;77.4;2024-05-02 01:10:18.585178
3280;MQ-2;9;2024-05-02 01:10:18.687441
3281;MQ-7;1242;2024-05-02 01:10:18.687441
3282;MQ-135;11026;2024-05-02 01:10:18.688437
3283;DHT-11;35.1;2024-05-02 01:10:18.688437
3284;MPU-6050;228.0394702677587;2024-05-02 01:10:18.689445
3285;VL53L0X;-0.5519821083787113;2024-05-02 01:10:18.690439
3286;F01R064905;74.4;2024-05-02 01:10:18.691439
